id,final_status,store_address_id,customer_id,courier_id,vertical,is_food,transport,number_of_assignments,total_real_distance,activation_time_local,last_courier_assigned_time,courier_started_order_local,courier_enters_pickup_time_local,pickup_time_local,courier_enters_delivery_point_time_local,termination_time
52468268,DeliveredStatus,71757,20357158,14547224,WALL - Partner,TRUE,BICYCLE,2,6.725,7/9/2019 13:28:21,7/9/2019 13:31:27,7/9/2019 13:35:09,7/9/2019 13:46:34,7/9/2019 13:48:56,7/9/2019 13:55:35,7/9/2019 14:05:03
53327064,DeliveredStatus,15910,2826092,14547224,WALL - Partner,TRUE,BICYCLE,1,4.807,7/14/2019 12:56:07,7/14/2019 12:56:28,7/14/2019 12:56:41,7/14/2019 12:58:32,7/14/2019 13:08:38,7/14/2019 13:15:37,7/14/2019 13:19:11
53145007,DeliveredStatus,18300,12950925,14547224,WALL - Partner,TRUE,BICYCLE,1,3.043,7/13/2019 14:13:59,7/13/2019 14:14:41,7/13/2019 14:14:53,7/13/2019 14:14:00,7/13/2019 14:25:41,7/13/2019 14:31:41,7/13/2019 14:34:32
52939894,DeliveredStatus,18300,3540329,14547224,WALL - Partner,TRUE,BICYCLE,1,5.87,7/12/2019 13:01:00,7/12/2019 13:04:35,7/12/2019 13:04:56,7/12/2019 13:10:36,7/12/2019 13:22:47,7/12/2019 13:37:28,7/12/2019 13:40:37
52933998,DeliveredStatus,51356,15379994,14547224,WALL - Partner,TRUE,BICYCLE,2,3.344,7/12/2019 12:08:52,7/12/2019 12:25:55,7/12/2019 12:26:09,7/12/2019 12:23:40,7/12/2019 12:42:17,7/12/2019 12:53:10,7/12/2019 12:58:24
52467238,DeliveredStatus,18300,3085279,14547224,WALL - Partner,TRUE,BICYCLE,1,3.477,7/9/2019 13:20:10,7/9/2019 13:20:15,7/9/2019 13:20:26,7/9/2019 13:20:12,7/9/2019 13:25:23,7/9/2019 13:31:04,7/9/2019 13:36:45
53323813,DeliveredStatus,18300,20588294,14547224,WALL - Partner,TRUE,BICYCLE,1,3.248,7/14/2019 12:25:29,7/14/2019 12:25:58,7/14/2019 12:26:06,7/14/2019 12:25:45,7/14/2019 12:38:36,7/14/2019 12:45:22,7/14/2019 12:50:17
52951115,DeliveredStatus,18300,15689966,14547224,WALL - Partner,TRUE,BICYCLE,1,3.32,7/12/2019 14:17:30,7/12/2019 14:17:49,7/12/2019 14:22:02,7/12/2019 14:22:10,7/12/2019 14:27:16,7/12/2019 14:32:57,7/12/2019 14:34:57
53345323,DeliveredStatus,18300,19020504,14547224,WALL - Partner,TRUE,BICYCLE,1,3.067,7/14/2019 14:38:03,7/14/2019 14:38:09,7/14/2019 14:38:24,7/14/2019 14:38:06,7/14/2019 14:51:44,7/14/2019 14:56:02,7/14/2019 14:58:39
53029423,DeliveredStatus,68386,8913912,14547224,WALL - Partner,TRUE,BICYCLE,1,2.352,7/12/2019 21:11:55,7/12/2019 21:13:44,7/12/2019 21:13:53,7/12/2019 21:16:44,7/12/2019 21:40:30,7/12/2019 21:48:57,7/12/2019 21:52:43
53331851,DeliveredStatus,18300,18847491,14547224,WALL - Partner,TRUE,BICYCLE,1,7.084,7/14/2019 13:29:03,7/14/2019 13:40:11,7/14/2019 13:44:46,7/14/2019 13:29:15,7/14/2019 13:51:45,7/14/2019 13:58:09,7/14/2019 14:03:08
52324244,DeliveredStatus,18300,7687300,14547224,WALL - Partner,TRUE,BICYCLE,1,2.282,7/8/2019 14:27:46,7/8/2019 14:28:21,7/8/2019 14:28:35,7/8/2019 14:27:46,7/8/2019 14:36:18,7/8/2019 14:40:48,7/8/2019 14:42:48
52475582,DeliveredStatus,88704,2233801,14547224,WALL - Partner,TRUE,BICYCLE,1,3.195,7/9/2019 14:27:26,7/9/2019 14:28:23,7/9/2019 14:28:43,7/9/2019 14:27:34,7/9/2019 14:46:59,7/9/2019 14:52:40,7/9/2019 14:54:30
52384969,DeliveredStatus,18300,15663919,14547224,WALL - Partner,TRUE,BICYCLE,1,4.703,7/8/2019 21:02:05,7/8/2019 21:02:57,7/8/2019 21:04:27,7/8/2019 21:05:40,7/8/2019 21:31:13,7/8/2019 21:37:31,7/8/2019 21:40:00
53125266,DeliveredStatus,18300,13128105,14547224,WALL - Partner,TRUE,BICYCLE,1,4.034,7/13/2019 11:41:01,7/13/2019 12:00:26,7/13/2019 12:00:39,7/13/2019 11:58:34,7/13/2019 12:05:45,7/13/2019 12:12:46,7/13/2019 12:14:51
53007656,DeliveredStatus,16620,18145407,14547224,WALL - Partner,TRUE,BICYCLE,1,5.927,7/12/2019 20:00:02,7/12/2019 20:03:37,7/12/2019 20:04:04,7/12/2019 20:07:57,7/12/2019 20:16:46,7/12/2019 20:27:08,7/12/2019 20:32:39
52318002,DeliveredStatus,18300,19798947,14547224,WALL - Partner,TRUE,BICYCLE,1,1.958,7/8/2019 13:37:50,7/8/2019 13:38:31,7/8/2019 13:39:08,7/8/2019 13:38:00,7/8/2019 13:45:45,7/8/2019 13:51:28,7/8/2019 13:52:43
52617183,DeliveredStatus,,16335546,14547224,QUIERO,FALSE,BICYCLE,3,3.285,7/10/2019 12:52:40,7/10/2019 13:35:27,7/10/2019 13:35:27,7/10/2019 13:44:41,7/10/2019 13:47:25,7/10/2019 13:50:03,7/10/2019 13:52:21
52326626,DeliveredStatus,18037,14751750,14547224,WALL - Partner,TRUE,BICYCLE,1,1.851,7/8/2019 14:47:58,7/8/2019 14:54:48,7/8/2019 14:54:55,7/8/2019 14:49:37,7/8/2019 15:00:29,7/8/2019 15:06:03,7/8/2019 15:11:35
53154801,DeliveredStatus,18300,14777390,14547224,WALL - Partner,TRUE,BICYCLE,1,5.982,7/13/2019 15:12:13,7/13/2019 15:12:41,7/13/2019 15:16:29,7/13/2019 15:24:02,7/13/2019 15:37:37,7/13/2019 15:44:08,7/13/2019 15:44:59
53135045,DeliveredStatus,18300,19990892,14547224,WALL - Partner,TRUE,BICYCLE,1,4.024,7/13/2019 13:10:04,7/13/2019 13:10:37,7/13/2019 13:10:58,7/13/2019 13:12:39,7/13/2019 13:38:02,7/13/2019 13:39:51,7/13/2019 13:41:14
52623255,DeliveredStatus,16740,19621213,14547224,WALL - Partner,TRUE,BICYCLE,1,6.816,7/10/2019 13:41:54,7/10/2019 13:52:45,7/10/2019 13:53:19,7/10/2019 13:57:11,7/10/2019 14:04:29,7/10/2019 14:13:24,7/10/2019 14:15:44
53127995,DeliveredStatus,18300,11601938,14547224,WALL - Partner,TRUE,BICYCLE,2,6.352,7/13/2019 11:59:32,7/13/2019 12:10:35,7/13/2019 12:15:10,7/13/2019 11:59:37,7/13/2019 12:27:51,7/13/2019 12:33:51,7/13/2019 12:35:16
52368404,DeliveredStatus,18300,2136056,14547224,WALL - Partner,TRUE,BICYCLE,1,2.353,7/8/2019 19:53:39,7/8/2019 19:53:47,7/8/2019 19:54:06,7/8/2019 19:57:36,7/8/2019 20:09:47,7/8/2019 20:16:16,7/8/2019 20:18:09
53040521,DeliveredStatus,18300,17167601,14547224,WALL - Partner,TRUE,BICYCLE,1,4.452,7/12/2019 21:45:35,7/12/2019 21:53:25,7/12/2019 21:53:35,7/12/2019 21:46:33,7/12/2019 22:18:37,7/12/2019 22:24:23,7/12/2019 22:26:23
52320550,DeliveredStatus,18300,16452585,14547224,WALL - Partner,TRUE,BICYCLE,1,2.126,7/8/2019 13:58:31,7/8/2019 13:58:51,7/8/2019 13:59:14,7/8/2019 13:58:45,7/8/2019 14:07:01,7/8/2019 14:11:38,7/8/2019 14:13:24
52954517,DeliveredStatus,18300,2191242,14547224,WALL - Partner,TRUE,BICYCLE,1,2.174,7/12/2019 14:40:53,7/12/2019 14:41:41,7/12/2019 14:41:55,7/12/2019 14:41:00,7/12/2019 14:49:49,7/12/2019 14:52:49,7/12/2019 14:54:19
52629594,DeliveredStatus,18300,19795210,14547224,WALL - Partner,TRUE,BICYCLE,1,3.041,7/10/2019 14:31:31,7/10/2019 14:32:24,7/10/2019 14:32:34,7/10/2019 14:31:46,7/10/2019 14:38:33,7/10/2019 14:49:09,7/10/2019 14:52:56
53331561,DeliveredStatus,18300,12351835,14547224,WALL - Partner,TRUE,BICYCLE,1,1.699,7/14/2019 13:27:12,7/14/2019 13:27:59,7/14/2019 13:28:15,7/14/2019 13:27:43,7/14/2019 13:37:41,7/14/2019 13:42:14,7/14/2019 13:44:04
53021226,DeliveredStatus,18300,14706136,14547224,WALL - Partner,TRUE,BICYCLE,1,5.41,7/12/2019 20:46:20,7/12/2019 20:48:19,7/12/2019 20:50:19,7/12/2019 20:51:31,7/12/2019 21:04:25,7/12/2019 21:11:59,7/12/2019 21:13:37
53139166,DeliveredStatus,18300,12402256,14547224,WALL - Partner,TRUE,BICYCLE,1,3.953,7/13/2019 13:38:13,7/13/2019 13:42:09,7/13/2019 13:42:15,7/13/2019 13:38:22,7/13/2019 13:50:59,7/13/2019 14:00:34,7/13/2019 14:01:17
52639001,DeliveredStatus,50828,1929870,14547224,WALL - Partner,TRUE,BICYCLE,1,5.87,7/10/2019 15:49:16,7/10/2019 15:59:50,7/10/2019 16:10:45,7/10/2019 16:19:20,7/10/2019 16:29:08,7/10/2019 16:38:21,7/10/2019 16:46:07
53464048,DeliveredStatus,18300,7909643,14917583,WALL - Partner,TRUE,BICYCLE,1,3.972,7/14/2019 22:46:49,7/14/2019 22:47:23,7/14/2019 22:47:56,7/14/2019 22:46:56,7/14/2019 22:59:51,7/14/2019 23:10:10,7/14/2019 23:11:20
53353288,DeliveredStatus,18300,694602,14917583,WALL - Partner,TRUE,BICYCLE,1,4.816,7/14/2019 15:19:14,7/14/2019 15:28:59,7/14/2019 15:29:03,7/14/2019 15:23:45,7/14/2019 15:43:24,7/14/2019 15:51:06,7/14/2019 15:51:48
53194013,DeliveredStatus,18300,18745164,14917583,WALL - Partner,TRUE,BICYCLE,1,3.09,7/13/2019 19:30:50,7/13/2019 19:30:58,7/13/2019 19:33:12,7/13/2019 19:30:51,7/13/2019 19:51:37,7/13/2019 19:55:25,7/13/2019 19:56:51
53369122,DeliveredStatus,90971,20598801,14917583,WALL - Partner,TRUE,BICYCLE,1,4.491,7/14/2019 17:01:53,7/14/2019 17:02:34,7/14/2019 17:02:46,7/14/2019 17:10:15,7/14/2019 17:23:17,7/14/2019 17:30:36,7/14/2019 17:40:32
52933704,DeliveredStatus,18300,20007437,14917583,WALL - Partner,TRUE,BICYCLE,1,5.478,7/12/2019 12:05:58,7/12/2019 12:06:38,7/12/2019 12:07:04,7/12/2019 12:12:32,7/12/2019 12:17:22,7/12/2019 12:20:59,7/12/2019 12:22:36
52541245,DeliveredStatus,18300,9324421,14917583,WALL - Partner,TRUE,BICYCLE,1,5.086,7/9/2019 21:21:32,7/9/2019 21:33:25,7/9/2019 21:34:01,7/9/2019 21:21:34,7/9/2019 22:14:09,7/9/2019 22:16:10,7/9/2019 22:16:52
52475760,DeliveredStatus,18300,15571758,14917583,WALL - Partner,TRUE,BICYCLE,1,1.309,7/9/2019 14:28:55,7/9/2019 14:29:24,7/9/2019 14:29:30,7/9/2019 14:28:59,7/9/2019 14:33:28,7/9/2019 14:36:17,7/9/2019 14:37:50
53373424,DeliveredStatus,18300,4455937,14917583,WALL - Partner,TRUE,BICYCLE,1,4.147,7/14/2019 18:41:01,7/14/2019 18:41:13,7/14/2019 18:41:25,7/14/2019 18:41:14,7/14/2019 18:49:29,7/14/2019 18:58:44,7/14/2019 19:07:48
52774567,DeliveredStatus,18300,2800924,14917583,WALL - Partner,TRUE,BICYCLE,1,3.386,7/11/2019 13:07:53,7/11/2019 13:08:56,7/11/2019 13:09:03,7/11/2019 13:07:59,7/11/2019 13:13:50,7/11/2019 13:21:22,7/11/2019 13:22:25
53329674,DeliveredStatus,71757,16210716,14917583,WALL - Partner,TRUE,BICYCLE,1,4.858,7/14/2019 13:15:06,7/14/2019 13:20:53,7/14/2019 13:21:51,7/14/2019 13:25:00,7/14/2019 13:28:05,7/14/2019 13:34:25,7/14/2019 13:35:15
52820277,DeliveredStatus,85260,13275799,14917583,WALL - Partner,TRUE,BICYCLE,1,3.903,7/11/2019 18:49:50,7/11/2019 18:50:09,7/11/2019 18:50:25,7/11/2019 18:49:58,7/11/2019 19:03:07,7/11/2019 19:13:39,7/11/2019 19:17:50
53467143,DeliveredStatus,50845,3533226,14917583,WALL - Partner,TRUE,BICYCLE,2,4.366,7/14/2019 23:00:33,7/14/2019 23:02:39,7/14/2019 23:11:34,7/14/2019 23:21:07,7/14/2019 23:32:23,7/14/2019 23:36:14,7/14/2019 23:36:56
52996495,DeliveredStatus,18300,20502117,14917583,WALL - Partner,TRUE,BICYCLE,1,1.845,7/12/2019 19:14:10,7/12/2019 19:14:46,7/12/2019 19:14:56,7/12/2019 19:14:11,7/12/2019 19:27:59,7/12/2019 19:33:27,7/12/2019 19:34:24
52891389,DeliveredStatus,48338,8016789,14917583,WALL - Partner,TRUE,BICYCLE,1,4.649,7/12/2019 0:35:22,7/12/2019 0:40:10,7/12/2019 0:40:39,7/12/2019 0:49:36,7/12/2019 0:55:27,7/12/2019 1:01:14,7/12/2019 1:06:12
53396763,DeliveredStatus,18300,17467285,14917583,WALL - Partner,TRUE,BICYCLE,1,2.041,7/14/2019 19:36:10,7/14/2019 19:37:10,7/14/2019 19:39:03,7/14/2019 19:36:11,7/14/2019 19:46:51,7/14/2019 19:52:15,7/14/2019 19:53:06
53198205,DeliveredStatus,19434,7257038,14917583,WALL - Partner,TRUE,BICYCLE,3,3.086,7/13/2019 19:48:55,7/13/2019 19:54:22,7/13/2019 19:58:23,7/13/2019 20:03:33,7/13/2019 20:06:32,7/13/2019 20:11:29,7/13/2019 20:13:30
52970640,DeliveredStatus,18300,6124041,14917583,WALL - Partner,TRUE,BICYCLE,1,1.394,7/12/2019 16:36:59,7/12/2019 16:37:09,7/12/2019 16:37:15,7/12/2019 16:37:11,7/12/2019 16:54:17,7/12/2019 16:58:55,7/12/2019 17:01:44
52683352,DeliveredStatus,90971,15683951,14917583,WALL - Partner,TRUE,BICYCLE,1,2.627,7/10/2019 20:27:06,7/10/2019 21:25:21,7/10/2019 21:25:30,7/10/2019 21:29:14,7/10/2019 21:33:10,7/10/2019 21:37:56,7/10/2019 21:40:00
52967210,DeliveredStatus,18300,14777390,14917583,WALL - Partner,TRUE,BICYCLE,1,3.683,7/12/2019 16:11:52,7/12/2019 16:12:44,7/12/2019 16:12:49,7/12/2019 16:13:38,7/12/2019 16:20:30,7/12/2019 16:25:19,7/12/2019 16:25:34
53062084,DeliveredStatus,18300,11135942,14917583,WALL - Partner,TRUE,BICYCLE,1,2.868,7/12/2019 23:06:37,7/12/2019 23:07:40,7/12/2019 23:07:48,7/12/2019 23:06:38,7/12/2019 23:13:50,7/12/2019 23:19:39,7/12/2019 23:21:02
53029540,DeliveredStatus,18300,6155162,14917583,WALL - Partner,TRUE,BICYCLE,1,4.07,7/12/2019 22:02:01,7/12/2019 22:04:38,7/12/2019 22:04:42,7/12/2019 22:09:10,7/12/2019 22:42:51,7/12/2019 22:47:22,7/12/2019 22:48:16
52553186,DeliveredStatus,18300,19966449,14917583,WALL - Partner,TRUE,BICYCLE,1,2.955,7/9/2019 22:13:09,7/9/2019 22:17:10,7/9/2019 22:17:14,7/9/2019 22:13:18,7/9/2019 23:00:28,7/9/2019 23:04:56,7/9/2019 23:07:27
53173882,DeliveredStatus,85260,4255213,14917583,WALL - Partner,TRUE,BICYCLE,1,11.462,7/13/2019 17:30:07,7/13/2019 17:31:00,7/13/2019 17:31:15,7/13/2019 17:30:20,7/13/2019 17:36:03,7/13/2019 17:48:12,7/13/2019 17:48:18
52777785,DeliveredStatus,18300,12751079,14917583,WALL - Partner,TRUE,BICYCLE,1,2.764,7/11/2019 13:32:37,7/11/2019 13:33:21,7/11/2019 13:33:29,7/11/2019 13:32:45,7/11/2019 13:38:28,7/11/2019 13:43:32,7/11/2019 13:45:05
52669138,DeliveredStatus,18300,2683776,14917583,WALL - Partner,TRUE,BICYCLE,2,4.891,7/10/2019 19:24:40,7/10/2019 19:28:21,7/10/2019 19:28:21,7/10/2019 19:24:52,7/10/2019 19:46:27,7/10/2019 19:50:07,7/10/2019 19:50:49
53154580,DeliveredStatus,90971,5551345,14917583,WALL - Partner,TRUE,BICYCLE,1,2.512,7/13/2019 15:10:54,7/13/2019 15:11:39,7/13/2019 15:11:49,7/13/2019 15:13:54,7/13/2019 15:20:02,7/13/2019 15:25:57,7/13/2019 15:26:27
52771724,DeliveredStatus,18300,9669740,14917583,WALL - Partner,TRUE,BICYCLE,1,4.206,7/11/2019 12:43:33,7/11/2019 12:44:33,7/11/2019 12:45:20,7/11/2019 12:43:47,7/11/2019 12:50:31,7/11/2019 12:53:09,7/11/2019 12:54:28
52684723,DeliveredStatus,18300,14427169,14917583,WALL - Partner,TRUE,BICYCLE,1,4.672,7/10/2019 20:32:53,7/10/2019 21:05:02,7/10/2019 21:05:07,7/10/2019 20:33:02,7/10/2019 21:16:56,7/10/2019 21:21:47,7/10/2019 21:24:28
52502810,DeliveredStatus,18300,17129222,14917583,WALL - Partner,TRUE,BICYCLE,1,4.497,7/9/2019 18:20:59,7/9/2019 18:21:13,7/9/2019 18:21:23,7/9/2019 18:21:14,7/9/2019 18:32:00,7/9/2019 18:42:34,7/9/2019 18:43:36
52824691,DeliveredStatus,16588,15379994,14917583,WALL - Partner,TRUE,BICYCLE,1,3.144,7/11/2019 19:14:42,7/11/2019 19:18:40,7/11/2019 19:20:22,7/11/2019 19:21:56,7/11/2019 19:27:21,7/11/2019 19:31:02,7/11/2019 19:35:49
52672732,DeliveredStatus,22590,20092469,14917583,WALL - Partner,FALSE,BICYCLE,1,3.475,7/10/2019 19:42:08,7/10/2019 19:51:46,7/10/2019 19:51:51,7/10/2019 19:56:23,7/10/2019 20:12:20,7/10/2019 20:17:49,7/10/2019 20:19:23
53420440,DeliveredStatus,18300,2146724,14917583,WALL - Partner,TRUE,BICYCLE,1,4.974,7/14/2019 20:47:20,7/14/2019 20:48:23,7/14/2019 20:48:32,7/14/2019 20:47:29,7/14/2019 21:00:56,7/14/2019 21:08:43,7/14/2019 21:11:29
52519668,DeliveredStatus,19434,14369581,14917583,WALL - Partner,TRUE,BICYCLE,1,1.709,7/9/2019 19:53:05,7/9/2019 19:58:49,7/9/2019 19:59:14,7/9/2019 20:01:10,7/9/2019 20:18:34,7/9/2019 20:22:10,7/9/2019 20:24:06
52316751,DeliveredStatus,18300,11686480,14917583,WALL - Partner,TRUE,BICYCLE,1,2.396,7/8/2019 13:27:39,7/8/2019 13:28:22,7/8/2019 13:28:39,7/8/2019 13:27:44,7/8/2019 13:38:28,7/8/2019 13:44:13,7/8/2019 13:45:06
52634115,DeliveredStatus,51356,6874963,14917583,WALL - Partner,TRUE,BICYCLE,1,1.212,7/10/2019 15:08:03,7/10/2019 15:08:59,7/10/2019 15:09:08,7/10/2019 15:08:03,7/10/2019 15:15:07,7/10/2019 15:17:04,7/10/2019 15:18:22
53449927,DeliveredStatus,22590,15243494,14917583,WALL - Partner,FALSE,BICYCLE,1,3.717,7/14/2019 22:00:06,7/14/2019 22:00:38,7/14/2019 22:02:21,7/14/2019 22:09:54,7/14/2019 22:19:53,7/14/2019 22:21:58,7/14/2019 22:22:56
52619886,DeliveredStatus,18300,3636233,14917583,WALL - Partner,TRUE,BICYCLE,1,4.66,7/10/2019 13:14:57,7/10/2019 13:17:09,7/10/2019 13:17:27,7/10/2019 13:20:30,7/10/2019 13:28:14,7/10/2019 13:34:01,7/10/2019 13:34:40
53345421,DeliveredStatus,71757,5389187,14917583,WALL - Partner,TRUE,BICYCLE,1,5.001,7/14/2019 14:38:27,7/14/2019 14:39:10,7/14/2019 14:39:19,7/14/2019 14:43:02,7/14/2019 15:01:51,7/14/2019 15:12:29,7/14/2019 15:13:04
53188280,DeliveredStatus,18300,16061661,14917583,WALL - Partner,TRUE,BICYCLE,1,4.714,7/13/2019 20:00:02,7/13/2019 20:10:40,7/13/2019 20:13:35,7/13/2019 20:17:15,7/13/2019 20:32:46,7/13/2019 20:42:59,7/13/2019 20:43:34
52840183,DeliveredStatus,18300,2728722,14917583,WALL - Partner,TRUE,BICYCLE,1,4.924,7/11/2019 20:21:49,7/11/2019 20:22:47,7/11/2019 20:23:07,7/11/2019 20:25:55,7/11/2019 20:35:07,7/11/2019 20:45:00,7/11/2019 20:46:50
53412346,DeliveredStatus,23424,13432762,14917583,WALL - Partner,TRUE,BICYCLE,1,4.011,7/14/2019 20:25:57,7/14/2019 20:27:00,7/14/2019 20:27:05,7/14/2019 20:31:53,7/14/2019 20:34:26,7/14/2019 20:39:54,7/14/2019 20:42:02
53229975,DeliveredStatus,18300,3125238,14917583,WALL - Partner,TRUE,BICYCLE,1,4.275,7/13/2019 21:37:01,7/13/2019 21:53:25,7/13/2019 21:53:30,7/13/2019 21:37:31,7/13/2019 22:15:55,7/13/2019 22:19:25,7/13/2019 22:20:12
52402778,DeliveredStatus,18300,15245043,14917583,WALL - Partner,TRUE,BICYCLE,1,3.361,7/8/2019 22:17:57,7/8/2019 22:18:13,7/8/2019 22:18:23,7/8/2019 22:21:41,7/8/2019 22:48:11,7/8/2019 22:52:44,7/8/2019 22:54:51
53431991,DeliveredStatus,68386,12668929,14917583,WALL - Partner,TRUE,BICYCLE,1,2.236,7/14/2019 21:15:18,7/14/2019 21:16:51,7/14/2019 21:17:22,7/14/2019 21:20:46,7/14/2019 21:36:36,7/14/2019 21:38:06,7/14/2019 21:38:42
52697568,DeliveredStatus,18300,17597768,14917583,WALL - Partner,TRUE,BICYCLE,1,5.274,7/10/2019 21:23:01,7/10/2019 21:54:50,7/10/2019 21:59:21,7/10/2019 21:46:21,7/10/2019 22:23:59,7/10/2019 22:30:03,7/10/2019 22:31:08
52954128,DeliveredStatus,18300,20491510,14917583,WALL - Partner,TRUE,BICYCLE,1,4.106,7/12/2019 14:38:01,7/12/2019 14:38:10,7/12/2019 14:38:17,7/12/2019 14:39:17,7/12/2019 14:49:23,7/12/2019 14:55:23,7/12/2019 14:56:28
52324879,DeliveredStatus,18300,5389187,14917583,WALL - Partner,TRUE,BICYCLE,1,3.327,7/8/2019 14:33:10,7/8/2019 14:33:26,7/8/2019 14:33:34,7/8/2019 14:33:17,7/8/2019 14:46:12,7/8/2019 14:46:20,7/8/2019 14:46:28
53440739,DeliveredStatus,48634,6161421,14917583,WALL - Partner,FALSE,BICYCLE,1,3.957,7/14/2019 21:36:36,7/14/2019 21:39:16,7/14/2019 21:39:26,7/14/2019 21:42:22,7/14/2019 21:44:48,7/14/2019 21:51:08,7/14/2019 21:52:52
52403052,DeliveredStatus,18300,5532020,14917583,WALL - Partner,TRUE,BICYCLE,2,4.871,7/8/2019 22:19:29,7/8/2019 23:01:58,7/8/2019 23:01:58,7/8/2019 22:21:41,7/8/2019 23:13:15,7/8/2019 23:18:01,7/8/2019 23:20:06
53473094,DeliveredStatus,51356,15578099,14917583,WALL - Partner,TRUE,BICYCLE,1,3.9,7/14/2019 23:35:45,7/14/2019 23:37:16,7/14/2019 23:37:24,7/14/2019 23:35:50,7/14/2019 23:46:47,7/14/2019 23:55:06,7/14/2019 23:57:10
53324969,DeliveredStatus,18300,9286331,14917583,WALL - Partner,TRUE,BICYCLE,1,3.218,7/14/2019 12:37:11,7/14/2019 12:38:10,7/14/2019 12:38:21,7/14/2019 12:37:16,7/14/2019 12:45:01,7/14/2019 12:50:11,7/14/2019 12:54:36
53207219,DeliveredStatus,19434,17575424,14917583,WALL - Partner,TRUE,BICYCLE,1,2.502,7/13/2019 20:22:36,7/13/2019 20:33:00,7/13/2019 20:43:56,7/13/2019 20:52:25,7/13/2019 20:55:55,7/13/2019 20:58:30,7/13/2019 21:00:16
53157862,DeliveredStatus,18300,15321834,14917583,WALL - Partner,TRUE,BICYCLE,1,5.022,7/13/2019 15:32:19,7/13/2019 15:33:02,7/13/2019 15:33:09,7/13/2019 15:35:51,7/13/2019 15:44:48,7/13/2019 15:54:30,7/13/2019 15:55:24
